1,a
2,d
1,c
2,d
1,d
2,b
1,d
1,b
1,c
1,c
1,c
1,c
1,c
1,c
1,a
2,a
1,a
1,b
2,a
1,a
2,d
1,d
2,d
1,e
2,b
1,a
1,e
1,e
1,e
2,b
1,c
1,d
2,d
3,a
1,d
1,c
1,b
2,c
3,a
1,a
2,c
3,a
3,a
1,c
1,c
1,c
1,c
1,c
1,c
1,c
2,a
1,e
1,a
1,a
1,a
1,b
2,d
2,a
2,d
2,d
1,e
1,a
2,b
2,b
2,b
2,b
1,d
2,d
1,a
1,d
1,d
